2037,935.5,968.38,948.06,1019.5,1.4846,1.5925,1.4883,1.7739,5.9005,11.427,10.419,16.568,2.9878,3.3013,3.0824,3.7683
2038,937.05,974.04,953.16,1028.9,1.4979,1.6183,1.5086,1.8149,5.6083,11.463,10.56,16.856,2.9977,3.3397,3.1128,3.8401
2039,938.4,979.73,958.34,1038.5,1.5106,1.6439,1.529,1.8564,5.3161,11.5,10.7,17.144,3.0063,3.3775,3.1434,3.9124
2040,939.57,985.43,963.63,1048.3,1.5223,1.6695,1.55,1.8982,5.0239,11.537,10.84,17.432,3.0115,3.4154,3.1778,3.9846
2041,940.54,991.15,969,1058.3,1.5326,1.695,1.5721,1.9404,4.8602,11.511,11.014,17.767,3.0133,3.4534,3.216,4.0566
2042,941.46,996.83,974.5,1068.5,1.5418,1.7204,1.5946,1.9829,4.6965,11.485,11.188,18.101,3.014,3.4898,3.2533,4.1298
2043,942.3,1002.5,980.12,1079,1.5503,1.7454,1.6174,2.0259,4.5328,11.46,11.362,18.436,3.0136,3.5254,3.2909,4.2037
2044,943.06,1008.1,985.86,1089.8,1.558,1.7702,1.6405,2.0694,4.3691,11.434,11.536,18.771,3.0122,3.5604,3.3287,4.2783
2045,943.75,1013.7,991.72,1100.8,1.565,1.7948,1.6639,2.1134,4.2054,11.408,11.71,19.106,3.0099,3.5949,3.3669,4.3537
2046,944.35,1019.2,997.71,1112,1.5713,1.8191,1.6875,2.1579,4.0416,11.383,11.884,19.441,3.0068,3.6289,3.4054,4.4297
2047,944.88,1024.8,1003.8,1123.5,1.577,1.8433,1.7113,2.2028,3.8779,11.357,12.058,19.776,3.0028,3.6625,3.4443,4.5065
2048,945.31,1030.3,1010,1135.3,1.5821,1.8672,1.7354,2.2483,3.7142,11.331,12.232,20.111,2.9981,3.6956,3.4836,4.5839
2049,945.66,1035.8,1016.4,1147.3,1.5867,1.891,1.7596,2.2942,3.5505,11.306,12.406,20.446,2.9926,3.7285,3.5232,4.662
2050,945.92,1041.3,1022.8,1159.5,1.5905,1.9142,1.7837,2.3402,3.3868,11.28,12.58,20.781,2.985,3.759,3.5608,4.7385
2051,946.09,1046.7,1029.4,1172.1,1.5933,1.9367,1.8073,2.386,3.2516,11.11,12.779,21.112,2.9752,3.7871,3.5962,4.8134
2052,946.21,1052,1036.1,1184.8,1.5954,1.9585,1.8307,2.432,3.1163,10.941,12.977,21.444,2.9651,3.8141,3.6322,4.8891
2053,946.26,1057.1,1043,1197.8,1.597,1.9799,1.8543,2.4781,2.9811,10.772,13.176,21.776,2.9548,3.8402,3.6688,4.965
2054,946.24,1062.2,1050,1211.1,1.5982,2.0008,1.8779,2.5245,2.8458,10.602,13.374,22.107,2.9444,3.8654,3.7058,5.0411
2055,946.15,1067,1057.1,1224.6,1.599,2.0212,1.9017,2.5711,2.7106,10.433,13.573,22.439,2.9339,3.8897,3.7434,5.1174
2056,946,1071.8,1064.4,1238.4,1.5994,2.0412,1.9257,2.618,2.5754,10.263,13.772,22.77,2.9231,3.9132,3.7814,5.1939
2057,945.78,1076.4,1071.8,1252.5,1.5995,2.0608,1.9499,2.6651,2.4401,10.094,13.97,23.102,2.9122,3.936,3.8199,5.2707
2058,945.48,1080.8,1079.4,1266.8,1.5992,2.0799,1.9743,2.7125,2.3049,9.9242,14.169,23.434,2.9009,3.958,3.8589,5.3477
2059,945.12,1085.2,1087,1281.3,1.5987,2.0987,1.9989,2.7601,2.1696,9.7548,14.367,23.765,2.8895,3.9794,3.8983,5.4249
2060,944.69,1089.4,1094.8,1296.2,1.5982,2.117,2.025,2.8078,2.0344,9.5853,14.566,24.097,2.8792,3.9996,3.9447,5.5019
2061,944.18,1093.5,1102.8,1311.2,1.5978,2.1348,2.0532,2.8556,1.8963,9.349,14.757,24.325,2.8703,4.0186,3.9981,5.5785
2062,943.6,1097.4,1110.8,1326.5,1.5973,2.1521,2.0825,2.9035,1.7583,9.1126,14.948,24.553,2.8607,4.0367,4.0506,5.6548
2063,942.95,1101.2,1119,1341.9,1.5968,2.1689,2.1126,2.9514,1.6202,8.8763,15.139,24.78,2.8513,4.0538,4.1033,5.7306
2064,942.23,1104.7,1127.3,1357.5,1.5962,2.1853,2.1432,2.9992,1.4822,8.64,15.33,25.008,2.842,4.07,4.1563,5.8059
2065,941.44,1108.1,1135.7,1373.3,1.5956,2.2012,2.1744,3.0471,1.3441,8.4037,15.521,25.236,2.8328,4.0853,4.2097,5.8808
2066,940.57,1111.4,1144.3,1389.3,1.5948,2.2166,2.206,3.0949,1.2061,8.1673,15.712,25.463,2.8236,4.0999,4.2634,5.9553
2067,939.64,1114.4,1153,1405.4,1.594,2.2316,2.2381,3.1427,1.068,7.931,15.903,25.691,2.8143,4.1135,4.3174,6.0295
2068,938.64,1117.3,1161.9,1421.8,1.5931,2.2461,2.2706,3.1904,0.93,7.6947,16.095,25.919,2.8051,4.1264,4.3718,6.1034
2069,937.57,1120.1,1170.9,1438.3,1.5921,2.2602,2.3035,3.2381,0.79195,7.4583,16.286,26.146,2.7957,4.1386,4.4265,6.177
2070,936.44,1122.6,1180,1455,1.5911,2.2737,2.3362,3.2858,0.6539,7.222,16.477,26.374,2.7872,4.1494,4.4785,6.25
2071,935.24,1125.1,1189.3,1471.9,1.5902,2.2867,2.3683,3.3333,0.60021,6.9188,16.581,26.508,2.7796,4.159,4.5279,6.3224
2072,934.05,1127.3,1198.7,1489,1.5895,2.2991,2.4002,3.3806,0.54652,6.6156,16.686,26.642,2.7723,4.1676,4.5772,6.3945
2073,932.88,1129.2,1208.1,1506.1,1.5888,2.311,2.432,3.4279,0.49283,6.3124,16.791,26.776,2.7652,4.1751,4.6261,6.4662
2074,931.71,1131,1217.6,1523.4,1.5881,2.3224,2.4637,3.4751,0.43914,6.0092,16.896,26.911,2.7583,4.1816,4.6747,6.5375
2075,930.54,1132.6,1227.2,1540.8,1.5874,2.3332,2.4953,3.5221,0.38545,5.7059,17.001,27.045,2.7515,4.1871,4.723,6.6085
2076,929.38,1133.9,1236.8,1558.3,1.5868,2.3435,2.5269,3.5691,0.33176,5.4027,17.105,27.179,2.7449,4.1916,4.771,6.6791
2077,928.22,1135.1,1246.5,1575.9,1.5862,2.3532,2.5585,3.616,0.27807,5.0995,17.21,27.313,2.7384,4.1952,4.8188,6.7494
2078,927.06,1136,1256.3,1593.7,1.5856,2.3625,2.59,3.6627,0.22438,4.7963,17.315,27.447,2.732,4.198,4.8664,6.8194
2079,925.9,1136.8,1266.2,1611.6,1.585,2.3713,2.6215,3.7094,0.17069,4.4931,17.42,27.581,2.7257,4.2001,4.9138,6.8891
2080,924.74,1137.3,1276.2,1629.7,1.5843,2.3792,2.6523,3.7564,0.117,4.1899,17.525,27.715,2.7189,4.1994,4.9577,6.9603
2081,923.57,1137.7,1286.2,1647.9,1.5835,2.3859,2.6821,3.8039,0.0785,4.1929,17.228,27.797,2.7116,4.1958,4.9981,7.0332
2082,922.42,1138.1,1295.9,1666.2,1.5826,2.3921,2.7111,3.8515,0.04,4.1958,16.931,27.878,2.705,4.1946,5.0368,7.1055
2083,921.28,1138.7,1305.4,1684.5,1.5816,2.3982,2.7392,3.8993,0.0015,4.1988,16.634,27.96,2.6985,4.1941,5.0731,7.1773
2084,920.14,1139.3,1314.5,1702.9,1.5807,2.4041,2.7663,3.947,-0.037,4.2018,16.337,28.041,2.6919,4.1942,5.107,7.249
2085,919.01,1139.9,1323.5,1721.5,1.5797,2.4099,2.7926,3.9948,-0.0755,4.2047,16.04,28.123,2.6854,4.1948,5.1388,7.3204
2086,917.89,1140.7,1332.1,1740.1,1.5787,2.4157,2.818,4.0426,-0.114,4.2077,15.743,28.204,2.6789,4.1959,5.1685,7.3916
2087,916.77,1141.4,1340.5,1758.9,1.5776,2.4214,2.8424,4.0904,-0.1525,4.2107,15.446,28.286,2.6724,4.1974,5.1963,7.4626
2088,915.65,1142.3,1348.7,1777.8,1.5766,2.4272,2.866,4.1381,-0.191,4.2137,15.149,28.368,2.6659,4.1994,5.2222,7.5334
2089,914.54,1143.1,1356.6,1796.8,1.5755,2.4329,2.8886,4.1858,-0.2295,4.2166,14.853,28.449,2.6594,4.2016,5.2464,7.6039
2090,913.42,1144,1364.3,1815.9,1.5743,2.4387,2.9105,4.2332,-0.268,4.2196,14.556,28.531,2.6529,4.2042,5.269,7.6725
2091,912.31,1145,1371.7,1835.2,1.5731,2.4445,2.9315,4.2799,-0.28315,4.2226,14.494,28.559,2.6465,4.2071,5.2903,7.7392
2092,911.22,1146,1379.1,1854.4,1.572,2.4503,2.952,4.3262,-0.2983,4.2255,14.431,28.588,2.64,4.2103,5.3118,7.8054
2093,910.15,1147,1386.5,1873.8,1.5708,2.4561,2.9721,4.3722,-0.31345,4.2285,14.369,28.617,2.6336,4.2137,5.3333,7.871
2094,909.1,1148,1393.9,1893.2,1.5696,2.462,2.9919,4.4179,-0.3286,4.2315,14.307,28.645,2.6273,4.2174,5.3549,7.9361
2095,908.06,1149.1,1401.3,1912.8,1.5684,2.4679,3.0114,4.4633,-0.34375,4.2344,14.245,28.674,2.6211,4.2213,5.3765,8.0005
2096,907.04,1150.2,1408.6,1932.3,1.5672,2.4738,3.0306,4.5084,-0.3589,4.2374,14.183,28.702,2.615,4.2254,5.3981,8.0641
2097,906.03,1151.3,1415.9,1952,1.566,2.4798,3.0497,4.5532,-0.37405,4.2404,14.121,28.731,2.609,4.2296,5.4197,8.1273
2098,905.04,1152.5,1423.2,1971.8,1.5649,2.4858,3.0686,4.5977,-0.3892,4.2434,14.059,28.76,2.603,4.2341,5.4415,8.19
2099,904.06,1153.7,1430.5,1991.5,1.5637,2.4918,3.0874,4.6419,-0.40435,4.2463,13.997,28.788,2.5972,4.2387,5.4635,8.252
2100,903.09,1154.9,1437.7,2011.4,1.5622,2.4978,3.1058,4.6856,-0.4195,4.2493,13.935,28.817,2.5894,4.2431,5.4843,8.3123
2101,902.13,1156.1,1444.8,2031.4,1.56,2.5036,3.1237,4.7285,-0.43995,4.1353,13.722,28.814,2.5796,4.2471,5.5039,8.3707
2102,901.18,1157.2,1451.8,2051.5,1.5577,2.5093,3.1413,4.7709,-0.4604,4.0213,13.51,28.811,2.5713,4.2512,5.5245,8.429
2103,900.23,1158.3,1458.7,2071.5,1.5554,2.5149,3.1588,4.8128,-0.48086,3.9073,13.298,28.808,2.5632,4.2551,5.545,8.4862
2104,899.29,1159.3,1465.3,2091.7,1.553,2.5204,3.1761,4.8543,-0.50131,3.7933,13.085,28.805,2.5553,4.2587,5.5653,8.5429
2105,898.35,1160.2,1471.8,2111.9,1.5505,2.5258,3.1932,4.8954,-0.52176,3.6793,12.873,28.802,2.5474,4.2621,5.5854,8.5989
2106,897.4,1161,1478.1,2132.1,1.548,2.5311,3.2101,4.9361,-0.54221,3.5654,12.661,28.799,2.5397,4.2652,5.6052,8.6541
2107,896.46,1161.7,1484.3,2152.4,1.5455,2.5362,3.2268,4.9764,-0.56266,3.4514,12.448,28.795,2.5321,4.268,5.6248,8.7088
2108,895.52,1162.4,1490.3,2172.7,1.543,2.5412,3.2433,5.0163,-0.58312,3.3374,12.236,28.792,2.5246,4.2705,5.6441,8.7628
2109,894.58,1163,1496.1,2193.1,1.5404,2.546,3.2596,5.0558,-0.60357,3.2234,12.024,28.789,2.5172,4.2728,5.663,8.8161
2110,893.64,1163.5,1501.8,2213.5,1.5379,2.5506,3.2757,5.0949,-0.62402,3.1094,11.812,28.786,2.5099,4.2747,5.6815,8.869
2111,892.7,1164,1507.4,2234,1.5353,2.5551,3.2915,5.1337,-0.64447,3.0278,11.599,28.783,2.5026,4.2764,5.6997,8.9214
2112,891.75,1164.4,1512.8,2254.5,1.5327,2.5595,3.3071,5.1722,-0.66492,2.9463,11.387,28.78,2.4954,4.278,5.7175,8.9731
2113,890.81,1164.8,1518,2275.1,1.5302,2.5637,3.3224,5.2103,-0.68538,2.8647,11.175,28.777,2.4882,4.2794,5.7348,9.0243
2114,889.86,1165.1,1523.1,2295.7,1.5276,2.5679,3.3375,5.248,-0.70583,2.7831,10.962,28.774,2.4812,4.2806,5.7517,9.0751
2115,888.91,1165.4,1528,2316.4,1.525,2.5718,3.3524,5.2855,-0.72628,2.7016,10.75,28.771,2.4741,4.2816,5.7682,9.1255
2116,887.96,1165.7,1532.8,2337.2,1.5224,2.5757,3.3669,5.3227,-0.74673,2.62,10.538,28.768,2.4671,4.2825,5.7842,9.1754
2117,887.01,1165.9,1537.5,2357.9,1.5198,2.5795,3.3813,5.3595,-0.76718,2.5384,10.325,28.765,2.4602,4.2832,5.7998,9.2247
2118,886.06,1166.1,1542,2378.7,1.5172,2.5831,3.3953,5.3961,-0.78764,2.4568,10.113,28.762,2.4533,4.2837,5.8149,9.2738
2119,885.1,1166.2,1546.4,2399.6,1.5146,2.5866,3.4091,5.4323,-0.80809,2.3753,9.9006,28.758,2.4464,4.2841,5.8296,9.3223
2120,884.14,1166.3,1550.6,2420.5,1.512,2.5899,3.4226,5.4683,-0.82854,2.2937,9.6883,28.755,2.4396,4.2842,5.8437,9.3705
2121,883.18,1166.4,1554.7,2441.5,1.5093,2.5932,3.4359,5.504,-0.84899,2.2607,9.476,28.752,2.4327,4.2842,5.8574,9.4183
2122,882.22,1166.5,1558.6,2462.5,1.5067,2.5963,3.4488,5.5394,-0.86944,2.2278,9.2637,28.749,2.426,4.2842,5.8707,9.4656
2123,881.25,1166.5,1562.4,2483.5,1.5041,2.5994,3.4615,5.5746,-0.8899,2.1948,9.0513,28.746,2.4192,4.2842,5.8834,9.5127
2124,880.28,1166.6,1566.1,2504.7,1.5014,2.6024,3.4739,5.6095,-0.91035,2.1618,8.839,28.743,2.4125,4.2841,5.8957,9.5594
2125,879.31,1166.6,1569.6,2525.8,1.4988,2.6054,3.486,5.6441,-0.9308,2.1288,8.6267,28.74,2.4057,4.2841,5.9074,9.6057
2126,878.34,1166.7,1573,2547,1.4961,2.6082,3.4978,5.6785,-0.9308,2.0959,8.4216,28.74,2.399,4.2841,5.9187,9.6517
2127,877.38,1166.8,1576.2,2568.3,1.4934,2.6111,3.5094,5.7127,-0.9308,2.0629,8.2166,28.74,2.3924,4.284,5.9295,9.6974
2128,876.43,1166.8,1579.4,2589.5,1.4908,2.6139,3.5206,5.7466,-0.9308,2.0299,8.0115,28.74,2.3859,4.284,5.9398,9.7427
2129,875.5,1166.9,1582.3,2610.8,1.4881,2.6166,3.5316,5.7802,-0.9308,1.997,7.8064,28.74,2.3794,4.2838,5.9497,9.7876
2130,874.59,1166.9,1585.2,2632.2,1.4855,2.6192,3.5423,5.8136,-0.9308,1.964,7.6014,28.74,2.3731,4.2837,5.9591,9.8323
2131,873.68,1166.9,1587.9,2653.7,1.4829,2.6219,3.5527,5.8469,-0.9308,1.9385,7.3963,28.74,2.3669,4.2835,5.968,9.8768
2132,872.79,1167,1590.5,2675.2,1.4803,2.6244,3.5628,5.8799,-0.9308,1.9131,7.1912,28.74,2.3607,4.2833,5.9764,9.9209
2133,871.9,1167,1592.9,2696.6,1.4777,2.6269,3.5726,5.9126,-0.9308,1.8876,6.9862,28.74,2.3546,4.2831,5.9844,9.9646
2134,871.03,1167.1,1595.3,2718.2,1.4752,2.6294,3.5822,5.9451,-0.9308,1.8621,6.7811,28.74,2.3485,4.2829,5.9919,10.008
2135,870.17,1167.1,1597.5,2739.8,1.4726,2.6319,3.5914,5.9775,-0.9308,1.8366,6.576,28.74,2.3426,4.2826,5.9989,10.051
2136,869.32,1167.1,1599.5,2761.5,1.4701,2.6342,3.6004,6.0096,-0.9308,1.8112,6.371,28.74,2.3367,4.2824,6.0054,10.094
2137,868.48,1167.2,1601.4,2783.2,1.4676,2.6366,3.6091,6.0415,-0.9308,1.7857,6.1659,28.74,2.3309,4.2821,6.0115,10.137
2138,867.64,1167.2,1603.2,2804.9,1.4651,2.6389,3.6175,6.0732,-0.9308,1.7602,5.9609,28.74,2.3251,4.2818,6.0171,10.179
2139,866.82,1167.2,1604.9,2826.7,1.4626,2.6412,3.6256,6.1047,-0.9308,1.7348,5.7558,28.74,2.3194,4.2814,6.0222,10.221
2140,866,1167.2,1606.4,2848.5,1.4601,2.6434,3.6334,6.136,-0.9308,1.7093,5.5507,28.74,2.3137,4.281,6.0269,10.263
2141,865.19,1167.2,1607.8,2870.4,1.4577,2.6456,3.641,6.1671,-0.9308,1.6831,5.3457,28.74,2.3081,4.2806,6.0311,10.305
2142,864.39,1167.3,1609.1,2892.3,1.4552,2.6477,3.6482,6.198,-0.9308,1.657,5.1406,28.74,2.3026,4.2802,6.0348,10.346
2143,863.6,1167.3,1610.2,2914.3,1.4528,2.6498,3.6552,6.2287,-0.9308,1.6308,4.9355,28.74,2.2971,4.2797,6.038,10.388
2144,862.82,1167.3,1611.2,2936.2,1.4504,2.6519,3.6619,6.2592,-0.9308,1.6046,4.7305,28.74,2.2916,4.2791,6.0408,10.428
2145,862.04,1167.2,1612.1,2958.3,1.448,2.6539,3.6683,6.2896,-0.9308,1.5785,4.5254,28.74,2.2862,4.2785,6.0431,10.469
2146,861.27,1167.2,1612.8,2980.3,1.4456,2.6559,3.6744,6.3197,-0.9308,1.5523,4.3203,28.74,2.2809,4.2779,6.045,10.509
2147,860.5,1167.2,1613.4,3002.4,1.4433,2.6578,3.6803,6.3497,-0.9308,1.5262,4.1153,28.74,2.2756,4.2773,6.0464,10.55
2148,859.75,1167.2,1613.9,3024.6,1.4409,2.6597,3.6858,6.3794,-0.9308,1.5,3.9102,28.74,2.2703,4.2766,6.0473,10.59
2149,858.99,1167.1,1614.3,3046.8,1.4386,2.6615,3.6911,6.409,-0.9308,1.5354,3.5678,28.74,2.2651,4.2758,6.0477,10.629
2150,858.25,1167.1,1614.3,3069,1.4363,2.6634,3.696,6.4384,-0.9308,1.5468,3.5062,28.74,2.2599,4.2753,6.0475,10.669
2151,857.51,1167.2,1614.4,3091.3,1.4339,2.6652,3.7007,6.4676,-0.9308,1.5531,3.4375,28.47,2.2548,4.2749,6.0472,10.708
2152,856.78,1167.2,1614.5,3113.3,1.4316,2.6671,3.7052,6.4966,-0.9308,1.5547,3.3717,28.2,2.2497,4.2746,6.047,10.746
2153,856.05,1167.3,1614.6,3135.1,1.4293,2.669,3.7096,6.5252,-0.9308,1.5527,3.3114,27.931,2.2447,4.2744,6.0468,10.784
2154,855.33,1167.4,1614.7,3156.8,1.4271,2.6708,3.7138,6.5536,-0.9308,1.5482,3.2545,27.661,2.2396,4.2742,6.0465,10.822
2155,854.61,1167.5,1614.8,3178.1,1.4248,2.6727,3.718,6.5816,-0.9308,1.5419,3.2005,27.391,2.2347,4.2741,6.0463,10.858
2156,853.9,1167.6,1614.9,3199.2,1.4225,2.6746,3.722,6.6092,-0.9308,1.5324,3.1526,27.121,2.2297,4.2739,6.0461,10.894
2157,853.19,1167.6,1614.9,3220.2,1.4203,2.6764,3.726,6.6364,-0.9308,1.5229,3.1048,26.851,2.2248,4.2739,6.0459,10.93
2158,852.49,1167.7,1615,3241,1.4181,2.6783,3.7298,6.6634,-0.9308,1.5134,3.0569,26.582,2.2199,4.2738,6.0457,10.965
2159,851.79,1167.8,1615.1,3261.4,1.4158,2.6802,3.7336,6.6899,-0.9308,1.5039,3.0091,26.312,2.2151,4.2737,6.0455,10.999
2160,851.1,1167.9,1615.2,3281.7,1.4136,2.682,3.7373,6.7161,-0.9308,1.4944,2.9612,26.042,2.2103,4.2737,6.0453,11.033
2161,850.41,1168,1615.2,3301.8,1.4114,2.6839,3.7409,6.7419,-0.9308,1.4831,2.921,25.772,2.2055,4.2736,6.0451,11.066
2162,849.73,1168.1,1615.3,3321.7,1.4092,2.6857,3.7445,6.7673,-0.9308,1.4718,2.8809,25.502,2.2008,4.2736,6.0449,11.098
2163,849.05,1168.2,1615.4,3341.5,1.407,2.6875,3.748,6.7925,-0.9308,1.4605,2.8407,25.233,2.196,4.2736,6.0447,11.131
2164,848.38,1168.3,1615.5,3360.9,1.4048,2.6893,3.7515,6.8172,-0.9308,1.4492,2.8006,24.963,2.1914,4.2736,6.0445,11.162
2165,847.71,1168.4,1615.5,3380.1,1.4027,2.6911,3.7549,6.8416,-0.9308,1.438,2.7604,24.693,2.1867,4.2735,6.0443,11.193
2166,847.04,1168.5,1615.6,3399.2,1.4005,2.6929,3.7582,6.8657,-0.9308,1.4267,2.7258,24.423,2.1821,4.2735,6.0441,11.224
2167,846.38,1168.6,1615.7,3418.1,1.3984,2.6947,3.7615,6.8894,-0.9308,1.4154,2.6912,24.153,2.1775,4.2735,6.0439,11.254
2168,845.72,1168.7,1615.7,3436.7,1.3962,2.6965,3.7647,6.9128,-0.9308,1.4041,2.6566,23.884,2.1729,4.2735,6.0437,11.283
2169,845.07,1168.7,1615.8,3455.1,1.3941,2.6982,3.7679,6.9358,-0.9308,1.3928,2.622,23.614,2.1683,4.2735,6.0435,11.312
2170,844.42,1168.8,1615.8,3473.3,1.3919,2.7,3.7711,6.9585,-0.9308,1.3815,2.5874,23.344,2.1638,4.2735,6.0433,11.341
2171,843.77,1168.9,1615.9,3491.3,1.3898,2.7017,3.7742,6.9809,-0.9308,1.3712,2.557,23.074,2.1593,4.2734,6.0431,11.369
2172,843.13,1169,1616,3509.1,1.3877,2.7034,3.7772,7.0029,-0.9308,1.3609,2.5267,22.805,2.1548,4.2734,6.0429,11.397
2173,842.49,1169.1,1616,3526.6,1.3856,2.7052,3.7802,7.0246,-0.9308,1.3506,2.4963,22.535,2.1504,4.2734,6.0427,11.424
2174,841.85,1169.2,1616.1,3544,1.3835,2.7069,3.7832,7.046,-0.9308,1.3403,2.466,22.265,2.146,4.2734,6.0425,11.451
2175,841.22,1169.2,1616.1,3561.2,1.3814,2.7085,3.7862,7.067,-0.9308,1.33,2.4356,21.995,2.1416,4.2734,6.0424,11.477
2176,840.59,1169.3,1616.2,3578.1,1.3793,2.7102,3.7891,7.0877,-0.9308,1.3197,2.4088,21.725,2.1372,4.2734,6.0422,11.503
2177,839.96,1169.4,1616.2,3594.8,1.3772,2.7119,3.792,7.1081,-0.9308,1.3094,2.3821,21.456,2.1328,4.2733,6.042,11.528
2178,839.34,1169.5,1616.3,3611.3,1.3751,2.7135,3.7948,7.1282,-0.9308,1.2991,2.3553,21.186,2.1285,4.2733,6.0418,11.553
2179,838.72,1169.5,1616.3,3627.5,1.3731,2.7152,3.7976,7.148,-0.9308,1.2888,2.3286,20.916,2.1242,4.2733,6.0416,11.577
2180,838.1,1169.6,1616.3,3643.6,1.371,2.7168,3.8004,7.1674,-0.9308,1.2785,2.3018,20.646,2.1199,4.2733,6.0414,11.601
2181,837.49,1169.7,1616.4,3659.4,1.369,2.7184,3.8031,7.1866,-0.9308,1.2697,2.278,20.376,2.1156,4.2732,6.0412,11.625
2182,836.88,1169.7,1616.4,3675,1.3669,2.72,3.8058,7.2054,-0.9308,1.2608,2.2542,20.107,2.1114,4.2732,6.0411,11.648
2183,836.27,1169.8,1616.5,3690.5,1.3649,2.7216,3.8085,7.2239,-0.9308,1.252,2.2305,19.837,2.1071,4.2732,6.0409,11.671
2184,835.66,1169.9,1616.5,3705.6,1.3628,2.7232,3.8112,7.2422,-0.9308,1.2431,2.2067,19.567,2.1029,4.2731,6.0407,11.693
2185,835.06,1169.9,1616.5,3720.5,1.3608,2.7247,3.8138,7.2601,-0.9308,1.2343,2.1829,19.297,2.0987,4.2731,6.0405,11.715
2186,834.46,1170,1616.6,3735.3,1.3588,2.7263,3.8164,7.2777,-0.9308,1.2255,2.1617,19.027,2.0946,4.2731,6.0403,11.736
2187,833.86,1170,1616.6,3749.8,1.3567,2.7278,3.819,7.2951,-0.9308,1.2166,2.1405,18.758,2.0904,4.2731,6.0402,11.758
